Volume (pixel^3),Surface (pixel^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (pixel),SD dist. to surf. (pixel),Median dist. to surf. (pixel),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
535,530,535,267,458495,857.000,0.000,857,857,857,77.482,17.480,64.140,4.842,1.079,4.756,77.482,17.480,64.140,69,13,59,16,10,9
635,592,635,325,554990,874.000,0.000,874,874,874,203.214,397.362,64.306,5.268,1.408,5.131,203.214,397.363,64.306,193,393,59,16,10,9
680,562,680,329,585480,861.000,0.000,861,861,861,362.128,213.616,63.828,5.150,0.905,5.020,362.128,213.616,63.828,358,207,60,10,14,8
81,156,81,60,71118,878.000,0.000,878,878,878,88.519,423.938,64.074,2.539,0.746,2.442,88.519,423.938,64.074,87,422,60,4,5,8
176,220,176,111,152944,869.000,0.000,869,869,869,435.057,307.159,64.352,3.106,0.524,3.132,435.057,307.159,64.352,433,304,61,5,7,7
387,396,387,205,336690,870.000,0.000,870,870,870,188.661,307.561,64.845,4.226,0.806,4.176,188.662,307.561,64.845,184,303,61,11,11,7
96,152,96,67,83040,865.000,0.000,865,865,865,239.677,294.208,65.146,2.501,0.451,2.458,239.677,294.208,65.146,238,292,62,5,6,6
262,364,262,174,227416,868.000,0.000,868,868,868,267.698,303.832,65.702,4.206,1.747,3.812,267.698,303.832,65.702,263,298,63,9,17,5
132,198,132,89,115104,872.000,0.000,872,872,872,130.386,338.773,65.515,2.817,0.543,2.825,130.386,338.773,65.515,127,336,63,8,7,5
771,668,771,469,667686,866.000,0.000,866,866,866,340.979,298.734,65.480,5.930,1.892,6.238,340.978,298.734,65.480,332,291,64,18,16,4
463,542,463,349,400032,864.000,0.000,864,864,864,279.836,280.927,65.978,5.159,1.818,5.267,279.836,280.927,65.978,271,273,65,17,15,3
326,382,326,253,285250,875.000,0.000,875,875,875,214.273,401.460,65.985,4.387,1.511,4.573,214.273,401.460,65.985,210,394,65,11,14,3
271,312,271,209,238751,881.000,0.000,881,881,881,123.011,469.561,65.989,3.907,1.187,4.154,123.011,469.561,65.989,118,465,65,11,10,3
334,482,334,334,290914,871.000,0.000,871,871,871,312.871,325.159,66.497,5.017,1.873,5.214,312.872,325.159,66.497,305,318,66,18,14,2
340,474,340,340,297840,876.000,0.000,876,876,876,88.209,402.812,66.497,5.302,2.183,5.254,88.209,402.812,66.497,81,395,66,15,17,2
